relative_path,subject_id,gesture_class,label_idx,dataset_split,sha256,width,height,file_size_bytes
00/01_palm/frame_00_01_0001.png,00,01_palm,0,train,dee59e698a9828ab36eb8e64dae9a9ba4acb5182c135be375d17922e717d056f,640,240,59530
00/01_palm/frame_00_01_0002.png,00,01_palm,0,train,8ce3a26edbb95410f7dfb19ab1db41f75dd9d02f6ed43abe8169383db033c648,640,240,54748
00/01_palm/frame_00_01_0003.png,00,01_palm,0,train,8ce3a26edbb95410f7dfb19ab1db41f75dd9d02f6ed43abe8169383db033c648,640,240,54748
00/01_palm/frame_00_01_0004.png,00,01_palm,0,train,ea326e4a38faa248b4f943073e41ded63f1db765ad127bf0a9454411e6412fea,640,240,54966
00/01_palm/frame_00_01_0005.png,00,01_palm,0,train,ea326e4a38faa248b4f943073e41ded63f1db765ad127bf0a9454411e6412fea,640,240,54966
00/01_palm/frame_00_01_0006.png,00,01_palm,0,train,18ea552cb87bb0cefd1cd77d85c59248506b74700d26d3adb33c07c439601695,640,240,55147
00/01_palm/frame_00_01_0007.png,00,01_palm,0,train,18ea552cb87bb0cefd1cd77d85c59248506b74700d26d3adb33c07c439601695,640,240,55147
00/01_palm/frame_00_01_0008.png,00,01_palm,0,train,7a1122e21c9b5409f8524c3904bb0afa9eb7fb5d825a6bfac2fe4e9251ea9ae2,640,240,55581
00/01_palm/frame_00_01_0009.png,00,01_palm,0,train,7a1122e21c9b5409f8524c3904bb0afa9eb7fb5d825a6bfac2fe4e9251ea9ae2,640,240,55581
00/01_palm/frame_00_01_0010.png,00,01_palm,0,train,610b9ecb9271f9475f154034cb4cb89cf9bb04e446da5b8a3de7e3e811a2d230,640,240,55580
00/01_palm/frame_00_01_0011.png,00,01_palm,0,train,2786235d68eb1aac9f06befd111493c110c886406f25f29fa2c5737a1ab23c9a,640,240,55984
00/01_palm/frame_00_01_0012.png,00,01_palm,0,train,6b1966eac11081bfdde49406d7a51f81ac46505f8934ce4ccd4428e2d093bfc0,640,240,56195
00/01_palm/frame_00_01_0013.png,00,01_palm,0,train,6b1966eac11081bfdde49406d7a51f81ac46505f8934ce4ccd4428e2d093bfc0,640,240,56195
00/01_palm/frame_00_01_0014.png,00,01_palm,0,train,1000c4e7ed2f8f63364ea8bb326e67317420f1e9ed5c60166d27d3354389982a,640,240,56653
00/01_palm/frame_00_01_0015.png,00,01_palm,0,train,1000c4e7ed2f8f63364ea8bb326e67317420f1e9ed5c60166d27d3354389982a,640,240,56653
00/01_palm/frame_00_01_0016.png,00,01_palm,0,train,5756be665847e435a1960ccfb950cd9adba6fb2133bf3c2e19cb07191d5fd4ef,640,240,56708
00/01_palm/frame_00_01_0017.png,00,01_palm,0,train,37be6b4a3e5fc178de86428f920e94bd16c38d228cfb3ce76fef30616c838bbb,640,240,57115
00/01_palm/frame_00_01_0018.png,00,01_palm,0,train,9f138075e11d507d631323b91dadf144bea01dab6a6320827143b217c02522da,640,240,57047
00/01_palm/frame_00_01_0019.png,00,01_palm,0,train,91193545152ea3822f1c7f517e7d29cb318a85445589f95cc09c17441bd0771e,640,240,57531
00/01_palm/frame_00_01_0020.png,00,01_palm,0,train,132488732c2769c5859907c57bfd678b3c1e6ed3e742c2822af787508eceebc5,640,240,57563
00/01_palm/frame_00_01_0021.png,00,01_palm,0,train,0317fe8534e25fdb27c2adebbb99cda0345020763ba238665589f586e89c5b49,640,240,57947
00/01_palm/frame_00_01_0022.png,00,01_palm,0,train,bda81d767518e3896b85293e4fc35d1a8397b603ed4a3e632a0f98a9ba2f1c92,640,240,58084
00/01_palm/frame_00_01_0023.png,00,01_palm,0,train,953a018b87cfd4560b8698f4fea42a92fe85273af5fcf97ace0fc0d055133ada,640,240,58296
00/01_palm/frame_00_01_0024.png,00,01_palm,0,train,fb1111c3c30faf8f9af19e4a79a114b56626d1b98b259087b521400d22a375d4,640,240,58449
00/01_palm/frame_00_01_0025.png,00,01_palm,0,train,d9c47a021924bff67a5d1e058e0a14a34fc5e18070006625ab5ff44fc93043e9,640,240,58661
00/01_palm/frame_00_01_0026.png,00,01_palm,0,train,7c99ed86cc63664059aca27a0c7cbf0efe670afec2648465e89a54532dd0921f,640,240,58612
00/01_palm/frame_00_01_0027.png,00,01_palm,0,train,e9c4fc8e5ac8f916462fc3e4223ab3f79fed975ce5f742d9c0b55f64353e6e62,640,240,58775
00/01_palm/frame_00_01_0028.png,00,01_palm,0,train,bbca86c46513005be0613fba62ee72cc7b7c12b8084a15343152362893e00a39,640,240,59113
00/01_palm/frame_00_01_0029.png,00,01_palm,0,train,9fe43f56aa13d9518e97a5a26abb68b9b64d4ba197443d7c538e0cc3e33624ca,640,240,59139
00/01_palm/frame_00_01_0030.png,00,01_palm,0,train,784a0d6cb515ceafc674e6bf0c9e843e35de3170a1c716a4175dcc3491dc108f,640,240,59153
00/01_palm/frame_00_01_0031.png,00,01_palm,0,train,784a0d6cb515ceafc674e6bf0c9e843e35de3170a1c716a4175dcc3491dc108f,640,240,59153
00/01_palm/frame_00_01_0032.png,00,01_palm,0,train,53879becb35af7784a6aef251c66ffae2c1fac60ce7992726aaca8df7955ad11,640,240,59418
00/01_palm/frame_00_01_0033.png,00,01_palm,0,train,53879becb35af7784a6aef251c66ffae2c1fac60ce7992726aaca8df7955ad11,640,240,59418
00/01_palm/frame_00_01_0034.png,00,01_palm,0,train,6478af9e54a871f6be585444a6d0cb24c209a6a36401412dd6f84cdbc0b94540,640,240,59508
00/01_palm/frame_00_01_0035.png,00,01_palm,0,train,ba789a16dcfe7f662853c8095f5d40e2945126bd39d4b059a5af2234f4aec927,640,240,59695
00/01_palm/frame_00_01_0036.png,00,01_palm,0,train,63bfff3fbfe7651f0b83cf9c9d736908853266a1bf45aaa8c3c4aa33b2ed0692,640,240,59511
00/01_palm/frame_00_01_0037.png,00,01_palm,0,train,63bfff3fbfe7651f0b83cf9c9d736908853266a1bf45aaa8c3c4aa33b2ed0692,640,240,59511
00/01_palm/frame_00_01_0038.png,00,01_palm,0,train,469ab63fd21d6d28f9cb5cc7e3280d5a6bdff9612b7546ca615544afc04f195d,640,240,59637
00/01_palm/frame_00_01_0039.png,00,01_palm,0,train,469ab63fd21d6d28f9cb5cc7e3280d5a6bdff9612b7546ca615544afc04f195d,640,240,59637
00/01_palm/frame_00_01_0040.png,00,01_palm,0,train,731c22e74d9688ac7514de174ceff0007fd1c4835be954a1fe50c377ebf23eb1,640,240,59632
00/01_palm/frame_00_01_0041.png,00,01_palm,0,train,ad2b3db9563ab14606b644604acfc57f8114bd85a2542a5fac1a28e60be3ba61,640,240,59744
00/01_palm/frame_00_01_0042.png,00,01_palm,0,train,cb17aed18e4c330150dac11cc950bff6b1abce3bcbc08cb6197929a934f420b9,640,240,59614
00/01_palm/frame_00_01_0043.png,00,01_palm,0,train,babb37cdd7d4cf12e9e4e405dc4fbd086072feb539cebaa0e1fe52f7e90fad7e,640,240,59594
00/01_palm/frame_00_01_0044.png,00,01_palm,0,train,84e127e6298f92b0657f0a78bbf6790267f97decf40e43a08ea3aee7587d5a02,640,240,59672
00/01_palm/frame_00_01_0045.png,00,01_palm,0,train,3b8de323e9a0763698b63cdc91d3cbf5a95c59d22a04eadfcd047ecef432bc54,640,240,59777
00/01_palm/frame_00_01_0046.png,00,01_palm,0,train,d16460a4b0186e19e252c5f26fe59a03db31ff5a07192871b6355cdffef528ed,640,240,59511
00/01_palm/frame_00_01_0047.png,00,01_palm,0,train,5f88924fe7d0361b758089b24b85afa7fb48ad2406f5fab9aeb693e0a5336123,640,240,59583
00/01_palm/frame_00_01_0048.png,00,01_palm,0,train,1bcb65db086b80a12acd51d4a24886ef6f87504018200a554ca5aa557114af91,640,240,59596
00/01_palm/frame_00_01_0049.png,00,01_palm,0,train,34747d40739affa190c7dfd5b13196165e4318f7015b4fb93fd190003856bbe3,640,240,59607
00/01_palm/frame_00_01_0050.png,00,01_palm,0,train,273cf91fd3c58872e88a8437bb3c0461f5550fc679e302e890737b2b6d07b766,640,240,59510
00/01_palm/frame_00_01_0051.png,00,01_palm,0,train,273cf91fd3c58872e88a8437bb3c0461f5550fc679e302e890737b2b6d07b766,640,240,59510
00/01_palm/frame_00_01_0052.png,00,01_palm,0,train,16a2a7bd5342e64cb2b6a03020c71168da54ae84d983e45b380b7181509d4947,640,240,59616
00/01_palm/frame_00_01_0053.png,00,01_palm,0,train,16a2a7bd5342e64cb2b6a03020c71168da54ae84d983e45b380b7181509d4947,640,240,59616
00/01_palm/frame_00_01_0054.png,00,01_palm,0,train,6297f8b25177c95fbb4540591499276be80bf88eaa0ba2a5de713023f3e19645,640,240,59633
00/01_palm/frame_00_01_0055.png,00,01_palm,0,train,3beab003dcd4d15a44f7ae67d81cbc89c111f737167f8c6b8769078f5d8747d7,640,240,59604
00/01_palm/frame_00_01_0056.png,00,01_palm,0,train,a3fb9064db3177fedc7f1d2b1dafbce19898faca48b779b40ef9e5592b30c91b,640,240,59567
00/01_palm/frame_00_01_0057.png,00,01_palm,0,train,a3fb9064db3177fedc7f1d2b1dafbce19898faca48b779b40ef9e5592b30c91b,640,240,59567
00/01_palm/frame_00_01_0058.png,00,01_palm,0,train,f8e135c3e58ad508201ad56b52f5a6f61ade34259bdbd217c2fc928edea37b3d,640,240,59526
00/01_palm/frame_00_01_0059.png,00,01_palm,0,train,f8e135c3e58ad508201ad56b52f5a6f61ade34259bdbd217c2fc928edea37b3d,640,240,59526
00/01_palm/frame_00_01_0060.png,00,01_palm,0,train,c6b34104f0a0886b563338d58596e5c9de22c26efe9f59bec873284287144a88,640,240,59489
00/01_palm/frame_00_01_0061.png,00,01_palm,0,train,87482ee65b47d56839e27eafb6a16e15a523573fecd9089b4d38c07eea5ffc60,640,240,59544
00/01_palm/frame_00_01_0062.png,00,01_palm,0,train,b33201ce6e71b4f286f581557ab51dcfbffeac359e6e900d9018c16c641bceee,640,240,59660
00/01_palm/frame_00_01_0063.png,00,01_palm,0,train,b33201ce6e71b4f286f581557ab51dcfbffeac359e6e900d9018c16c641bceee,640,240,59660
00/01_palm/frame_00_01_0064.png,00,01_palm,0,train,719f562b0d4ee609a5ee6849b76cb780583c9103d8fd4178f4ac4fecdf335c5e,640,240,59495
00/01_palm/frame_00_01_0065.png,00,01_palm,0,train,719f562b0d4ee609a5ee6849b76cb780583c9103d8fd4178f4ac4fecdf335c5e,640,240,59495
00/01_palm/frame_00_01_0066.png,00,01_palm,0,train,f03ac1894e79534df1702bc9ca3de4029cfe7cc3e4a2fb4a2971dd63f9771aa0,640,240,59453
00/01_palm/frame_00_01_0067.png,00,01_palm,0,train,5946d9fe25eb4ad0ec9fe4240b5b9aa8a8c837560da5d96c671677adf5b7d091,640,240,59424
00/01_palm/frame_00_01_0068.png,00,01_palm,0,train,84d7eebdc0509c5d9a2949dff3fdae63cdf8ee2cf95d0c45c2610a472a28ba9c,640,240,59385
00/01_palm/frame_00_01_0069.png,00,01_palm,0,train,84d7eebdc0509c5d9a2949dff3fdae63cdf8ee2cf95d0c45c2610a472a28ba9c,640,240,59385
00/01_palm/frame_00_01_0070.png,00,01_palm,0,train,1a2309d28d71efbe1ab4f20dfe668713f009b9d673dc5deacba7ea449d2c8219,640,240,59337
00/01_palm/frame_00_01_0071.png,00,01_palm,0,train,1a2309d28d71efbe1ab4f20dfe668713f009b9d673dc5deacba7ea449d2c8219,640,240,59337
00/01_palm/frame_00_01_0072.png,00,01_palm,0,train,28d501beff2a889bf5977e4d63fa9224318f9f0b04afff7896af64e394d866a8,640,240,59351
00/01_palm/frame_00_01_0073.png,00,01_palm,0,train,d2331e5e41208c943e45b7053c8bb19ed7f89e9dc4a92892ec9d312c890d12a3,640,240,59359
00/01_palm/frame_00_01_0074.png,00,01_palm,0,train,6a70ea29779b20636d6ee9d0633f9dacb7ee2df0a422b3ee4e92116b50be8451,640,240,59175
00/01_palm/frame_00_01_0075.png,00,01_palm,0,train,a967a0d0af18c2be761759b13b48c877fab11438c0f6f74cc4bc9b7a12ce3fe9,640,240,59332
00/01_palm/frame_00_01_0076.png,00,01_palm,0,train,2986e1357bd89fddd5e3095345f53ed10230c728f229c0d3e93ad445ca71711d,640,240,59113
